CRC_names,CRC_pvals,CRC_pvals_adj,CRC_logfoldchanges,IBD_names,IBD_pvals,IBD_pvals_adj,IBD_logfoldchanges
KIAA0232,0.30870552,1,0.5442673,HRK,0.96018531,1,-22.056013
CYB5D2,0.30876297,1,0.35264537,AKAP12,0.96018531,1,-23.7927
AP3M1,0.309079072,1,0.17437601,HOXD1,0.96018531,1,-23.579432
ADIPOR2,0.309222826,1,0.44808915,GABBR2,0.96018531,1,-23.983065
AP4B1,0.309539239,1,1.3461035,PMEL,0.96018531,1,-23.128283
RNF44,0.309884661,1,-0.13541041,PCDHGA10,0.96018531,1,-25.150074
CCDC28B,0.309884661,1,2.9016767,PODNL1,0.96018531,1,-23.521631
PUM2,0.309913457,1,-0.2786534,PLSCR4,0.96018531,1,-22.80542
FXYD2,0.310057467,1,2.6621375,HOXB9,0.96018531,1,-23.666351
MRPL45,0.310115083,1,0.13371122,RASL10B,0.96018531,1,-23.030712
PEX19,0.310172707,1,0.31247216,LRRC17,0.96018531,1,-22.952837
MTMR9,0.31066279,1,-0.09851698,LRP4,0.96018531,1,-23.109303
PDXDC1,0.311124512,1,-0.31836298,ADAMTS2,0.96018531,1,-23.93428
MED31,0.311731209,1,-0.4801877,NINL,0.96018531,1,-23.703266
SLCO4A1,0.311904694,1,2.0215702,KRT80,0.96018531,1,-23.660126
ZDHHC21,0.311962536,1,-0.070398435,HOXA10,0.96018531,1,-23.970503
SERTAD2,0.312020386,1,0.45455727,GRHL2,0.96018531,1,-24.392567
MON1B,0.312078242,1,0.59626734,GAS2,0.96018531,1,-23.633589
SLC30A5,0.312425531,1,0.23100376,LRRC15,0.96018531,1,-22.676123
UBXN2A,0.31259927,1,0.5154336,PLEKHH1,0.96018531,1,-23.790096
SLC35A5,0.312657197,1,1.3594371,RBM11,0.96018531,1,-23.458817
MTG2,0.312715132,1,0.041353665,PARD3B,0.96018531,1,-23.89284
NUP214,0.31294694,1,0.26237926,PCSK9,0.96018531,1,-23.563297
APOL1,0.31312087,1,1.2647245,FRMD5,0.96018531,1,-24.235037
R3HDM1,0.313236859,1,0.2269889,FAM155A,0.96018531,1,-22.444178
ZNF655,0.313584996,1,-0.93502694,FRMD3,0.96018531,1,-23.45556
NUDT3,0.313584996,1,0.07347945,ADAMTS3,0.96018531,1,-21.900934
CEP89,0.31375916,1,1.5846804,FAM160A1,0.96018531,1,-23.482662
CPSF2,0.313788193,1,-0.11349688,PAQR5,0.96018531,1,-23.422123
IPO7,0.313817228,1,0.37983134,KRT81,0.96018531,1,-23.145288
AGR3,0.313962431,1,3.7787874,HOXA4,0.96018531,1,-23.219515
DHDDS,0.313962431,1,0.97914463,AMOTL2,0.96018531,1,-23.12353
XPO1,0.313991477,1,-0.6092286,HOXA7,0.96018531,1,-23.31411
CHD1,0.314340165,1,-1.2800052,AGAP1,0.96018531,1,-23.596344
CWC22,0.314805478,1,-0.060228694,LMO2,0.96018531,1,-23.103842
UBE2E1,0.314834576,1,-0.61289185,LMOD1,0.96018531,1,-24.914474
ZNF480,0.314950982,1,0.14619544,ANKRD30B,0.96018531,1,-23.143982
SREK1,0.315183879,1,-0.94336486,NGFR,0.96018531,1,-23.032923
CDK12,0.315271244,1,-0.8822778,NDST1,0.96018531,1,-23.306131
LETM1,0.316145775,1,-0.027320907,GPR42,0.96018531,1,-23.849676
AGFG2,0.316204134,1,1.1499047,LAMA2,0.96018531,1,-23.080618
MAF,0.316204134,1,-1.9348602,GPR4,0.96018531,1,-23.196833
PPIL1,0.316320872,1,0.7768529,FSCN2,0.96018531,1,-22.604067
PEX26,0.316437639,1,0.32723898,FAM110B,0.96018531,1,-22.68639
S100A13,0.316846545,1,1.8567885,NHLH1,0.96018531,1,-23.130192
TRIM35,0.316963439,1,1.5797819,HSPB6,0.96018531,1,-24.135612
DDX60,0.316963439,1,0.040251985,PLP1,0.96018531,1,-24.473309
ZNF669,0.317431298,1,1.8840632,LPCAT2,0.96018531,1,-22.733856
PPP3CB,0.317928894,1,0.27678877,FAM110D,0.96018531,1,-22.444178
TOR1B,0.318016758,1,1.3610415,PARS2,0.96018531,1,-23.800274
TNFRSF12A,0.318075343,1,28.030607,LPO,0.96018531,1,-24.33963
DEFB1,0.318075343,1,28.757912,PLCB4,0.96018531,1,-23.186304
LZTS2,0.318075343,1,28.125269,ANKRD50,0.96018531,1,-22.733856
DDX55,0.318192533,1,1.4078039,AMH,0.96018531,1,-24.740332
ATG7,0.31825114,1,1.5834986,AOC2,0.96018531,1,-24.058397
SNX11,0.318368373,1,1.4107988,OSBPL5,0.96018531,1,-23.914383
HYOU1,0.318602925,1,0.64625627,MOGAT3,0.96018531,1,-23.27331
CPPED1,0.318778912,1,0.74335366,MOCS1,0.96018531,1,-23.515068
ZNF160,0.318837589,1,0.2225303,AIFM3,0.96018531,1,-22.76795
ZNF880,0.318925618,1,0.1702191,MCTP1,0.96018531,1,-23.457397
PPP2R5E,0.319131079,1,-0.73271096,MN1,0.96018531,1,-22.81046
SPATS2,0.319307258,1,0.7187438,PRSS1,0.96018531,1,-24.478222
LAX1,0.319424746,1,-1.1169491,PTTG2,0.96018531,1,-23.422474
SCPEP1,0.320071435,1,0.3757112,ALPL,0.96018531,1,-23.28144
VPS26B,0.320836807,1,-0.08609761,FBXO24,0.96018531,1,-23.28487
ZNF563,0.321190459,1,2.0661457,MMP17,0.96018531,1,-23.128283
ASB8,0.321278911,1,-0.49292606,KCNS3,0.96018531,1,-23.676813
GPX7,0.321278911,1,0.98287773,KCTD19,0.96018531,1,-23.68427
MFF,0.321426368,1,-1.0592642,PTPRR,0.96018531,1,-23.800274
AUH,0.321485363,1,0.46996272,PTPRO,0.96018531,1,-23.537752
MAVS,0.321780444,1,0.110989265,ME3,0.96018531,1,-22.53651
ZNF638,0.322016636,1,-0.84206337,NUDT11,0.96018531,1,-23.538137
DCAF10,0.322193854,1,0.6577878,MME,0.96018531,1,-22.995352
SSR3,0.322252941,1,-1.7245889,ANO1,0.96018531,1,-23.452053
MFAP1,0.322312035,1,-0.45905998,KCP,0.96018531,1,-23.245806
S100PBP,0.322578045,1,0.06617792,PELI2,0.96018531,1,-23.26989
POLR1C,0.322814618,1,0.5984075,OR7D2,0.96018531,1,-23.366842
TRIM44,0.323495398,1,-0.031725846,ITIH3,0.96018531,1,-23.592644
KCNK6,0.32361389,1,0.037830543,OSCP1,0.96018531,1,-23.743675
TIMM23,0.3238806,1,0.3579453,GLI3,0.96018531,1,-24.18352
UBASH3B,0.324058486,1,-0.08451209,ITGB6,0.96018531,1,-24.610205
TRAFD1,0.324444125,1,0.1513306,FAT4,0.96018531,1,-23.716324
MSH3,0.32450348,1,0.16886967,KIAA0895,0.96018531,1,-24.034204
POLR2M,0.324740973,1,-0.070860036,HEYL,0.96018531,1,-23.637835
ZNF770,0.325037998,1,0.10574741,MPEG1,0.96018531,1,-23.157774
GBP7,0.325394661,1,2.4100618,FHAD1,0.96018531,1,-22.88667
ACAD9,0.325632578,1,2.1489017,FBN2,0.96018531,1,-23.566221
TNRC6C,0.32581109,1,-0.10850713,KHDRBS3,0.96018531,1,-23.132866
TERF1,0.325870608,1,-0.9115594,OSR2,0.96018531,1,-23.11284
TMEM186,0.326108751,1,1.9153349,HEY1,0.96018531,1,-22.444178
SLC35A3,0.326168305,1,-0.023987876,MOXD1,0.96018531,1,-23.750425
TSR1,0.326287433,1,1.1116908,FGR,0.96018531,1,-23.99689
PPME1,0.326525774,1,0.626699,ANGPTL1,0.96018531,1,-23.569199
ORAI3,0.326615181,1,0.2628454,PRPH,0.96018531,1,-23.371824
WIPF2,0.326644986,1,-0.6251945,FGFR3,0.96018531,1,-23.058527
POLD3,0.326883497,1,1.0052922,GLDC,0.96018531,1,-22.642206
ZMPSTE24,0.326943142,1,0.6898346,ITGB1BP2,0.96018531,1,-23.490547
NPRL3,0.327181794,1,0.7381104,KDM4D,0.96018531,1,-24.031773
GOLGA3,0.327241475,1,0.16354461,ITGB5,0.96018531,1,-23.8679
LRIF1,0.328197327,1,0.37091655,FGF20,0.96018531,1,-23.07205
SLC25A26,0.328197327,1,-1.0387342,PWP2,0.96018531,1,-23.467028
DESI2,0.328287031,1,0.11066187,PVR,0.96018531,1,-22.19531
GTF3C3,0.32837675,1,0.4313292,HECTD2,0.96018531,1,-23.769659
EMC2,0.328436572,1,-0.18154822,FGF11,0.96018531,1,-22.604067
TCEAL3,0.328526319,1,1.3524122,PLCB1,0.96018531,1,-22.444178
BCL2L13,0.328586158,1,-0.08760341,NXPH3,0.96018531,1,-22.679441
RFC3,0.328616081,1,2.9577384,MIA,0.96018531,1,-23.648174
CCDC97,0.328975289,1,0.25766122,MEOX2,0.96018531,1,-24.231081
SCAF4,0.329424656,1,-0.08610006,FCRL1,0.96018531,1,-22.660683
CYP2R1,0.329574533,1,0.19991782,PTN,0.96018531,1,-24.287958
TRIM37,0.329604514,1,1.184314,NXF3,0.96018531,1,-23.291576
CYP7B1,0.329694467,1,2.5660021,FCGR3B,0.96018531,1,-23.333897
MPI,0.329724455,1,1.0987254,AOAH,0.96018531,1,-23.837122
SGCB,0.329754444,1,2.5796247,PTCHD1,0.96018531,1,-23.109303
ARL8A,0.329784436,1,0.8575616,KCND3,0.96018531,1,-22.48222
TMEM129,0.329784436,1,1.0003614,MGARP,0.96018531,1,-23.27464
CALD1,0.329874421,1,2.3746948,PTGDR,0.96018531,1,-23.562347
UBA7,0.329964421,1,0.47243398,OPRL1,0.96018531,1,-23.081783
G6PC3,0.330174485,1,2.0774758,KCNJ12,0.96018531,1,-23.392248
ATG16L1,0.330174485,1,0.6090065,PTHLH,0.96018531,1,-22.457796
LPAR5,0.33029456,1,1.6340086,FCGR1A,0.96018531,1,-22.385609
ARL16,0.330534795,1,-0.368781,GNA14,0.96018531,1,-23.076492
PIK3CD,0.330534795,1,0.68931466,ALOX5,0.96018531,1,-23.642115
MEX3C,0.330534795,1,0.3884747,KCNH2,0.96018531,1,-23.790096
SNX27,0.330624912,1,0.5117425,PTGER3,0.96018531,1,-23.1849
STT3B,0.330805194,1,-0.6112898,MEX3B,0.96018531,1,-23.157763
DDHD2,0.330895359,1,0.47568387,KCNH3,0.96018531,1,-23.582678
KRI1,0.331165949,1,0.983957,KCNH8,0.96018531,1,-23.908005
USP18,0.331346422,1,0.8227052,PGF,0.96018531,1,-23.186304
SPTBN1,0.331406594,1,-0.5210662,ANLN,0.96018531,1,-23.782131
POC1B,0.331557054,1,0.67262584,MEIS3,0.96018531,1,-22.751898
ZDHHC6,0.331737665,1,-0.39961976,ODF3L1,0.96018531,1,-23.939865
POGZ,0.331858107,1,0.04314771,ADORA1,0.96018531,1,-22.994823
ST8SIA4,0.332099077,1,-0.54223216,AIRE,0.96018531,1,-23.392248
ALKBH7,0.332219604,1,-1.2435352,ANKRD7,0.96018531,1,-22.82784
PGS1,0.332521046,1,0.34495527,PSMA8,0.96018531,1,-23.808825
GLE1,0.332943361,1,0.59995735,FFAR3,0.96018531,1,-23.849676
LMNB1,0.333486846,1,-0.3724168,MITF,0.96018531,1,-23.95472
ZBTB48,0.333547268,1,0.98989534,KCNMB4,0.96018531,1,-23.631805
CBY1,0.333668135,1,3.5771742,FEZ1,0.96018531,1,-22.845974
NRM,0.333668135,1,3.6560397,KCNK9,0.96018531,1,-22.929651
PLOD3,0.333728578,1,1.2292434,KCNK7,0.96018531,1,-23.852127
CHCHD4,0.333849487,1,3.07309,MEDAG,0.96018531,1,-23.19198
SRSF6,0.333909952,1,-0.884367,ADH6,0.96018531,1,-22.5663
NBL1,0.334030903,1,3.363311,MIPOL1,0.96018531,1,-24.16154
PPP1R14B,0.334091389,1,3.1561015,OLFML2B,0.96018531,1,-23.152952
ANKRA2,0.334151882,1,-0.54041606,MIOX,0.96018531,1,-23.109303
HSPA4,0.334212383,1,-0.46088398,GNAZ,0.96018531,1,-24.392567
AIFM2,0.334212383,1,2.757816,HCAR3,0.96018531,1,-23.89459
AGO2,0.334333404,1,-0.55935156,ADCY5,0.96018531,1,-23.637835
TST,0.334333404,1,2.5705283,AGT,0.96018531,1,-22.952837
SULF2,0.334393926,1,2.3540995,MEIS1,0.96018531,1,-24.051304
DDIT3,0.334696639,1,-0.44423053,MEIS2,0.96018531,1,-23.745049
CPSF1,0.334696639,1,0.996635,MATN4,0.96018531,1,-24.135612
CXorf65,0.334696639,1,1.2926991,MPP3,0.96018531,1,-24.424303
PRPF3,0.335120733,1,0.6621187,ISX,0.96018531,1,-23.89459
PAICS,0.335363229,1,0.53302497,FAM221B,0.96018531,1,-24.769213
GRWD1,0.335757524,1,-0.032779597,MUC4,0.96018531,1,-23.563297
ETF1,0.335848558,1,-0.15263563,PABPC4L,0.96018531,1,-23.629879
EIF2B3,0.336091392,1,1.1351919,PITPNM3,0.96018531,1,-23.447283
SLC25A19,0.336152118,1,0.21987952,LYVE1,0.96018531,1,-24.155212
CRLS1,0.336364716,1,-0.16559477,LZTS1,0.96018531,1,-22.660683
VEZT,0.336577399,1,-0.4799,GSDMC,0.96018531,1,-22.444178
ACBD3,0.336698972,1,-0.01450142,FNDC4,0.96018531,1,-23.515068
ANKH,0.336759769,1,-0.063723914,PTGES,0.96018531,1,-22.672344
SYS1,0.337094277,1,-0.77347845,ADAMTS7,0.96018531,1,-22.751898
SLC12A9,0.337824855,1,1.3541787,PPT2,0.96018531,1,-22.459501
GHDC,0.337824855,1,1.3803923,PPT2-EGFL8,0.96018531,1,-23.28144
PRR4,0.338099084,1,-0.574699,MATN1,0.96018531,1,-23.490622
CTSV,0.338160043,1,4.4663696,MTTP,0.96018531,1,-22.68639
RFT1,0.338190525,1,1.345386,KLHL11,0.96018531,1,-22.751898
TMEM54,0.338221009,1,4.6843066,KLHDC8B,0.96018531,1,-24.25559
CRYZ,0.338312472,1,1.0871694,P2RY13,0.96018531,1,-24.058397
CIDEB,0.338342963,1,4.4458723,PDE8B,0.96018531,1,-24.71303
CRELD1,0.338464945,1,0.28918073,PIPOX,0.96018531,1,-22.19531
QPCT,0.338586955,1,3.3724575,NOVA1,0.96018531,1,-23.629087
TNS3,0.338586955,1,3.4223514,NPAS1,0.96018531,1,-22.672344
NUP93,0.338892103,1,0.1204048,NPB,0.96018531,1,-22.845974
DUSP16,0.338892103,1,-1.3089511,MAGI2,0.96018531,1,-24.02101
CDC25B,0.339044744,1,0.5019347,AK5,0.96018531,1,-23.890549
PCYOX1,0.339869764,1,0.5602477,IHH,0.96018531,1,-23.563023
GEMIN7,0.339930928,1,0.41926637,RAD54B,0.96018531,1,-23.143982
PRKCQ,0.340114462,1,-0.32268122,HMGA2,0.96018531,1,-23.962954
MRPS22,0.340604195,1,0.10128678,KLRC1,0.96018531,1,-22.987822
ASXL2,0.340726699,1,-0.27187303,LTBP1,0.96018531,1,-23.245806
SIPA1L1,0.34075733,1,0.35351014,NLRC4,0.96018531,1,-23.134546
HIF1A,0.340787962,1,-0.75586057,KLK7,0.96018531,1,-24.467537
SPRYD3,0.340787962,1,1.1399517,PDE10A,0.96018531,1,-23.456568
TWF1,0.340818596,1,0.5690085,PPP1R27,0.96018531,1,-23.536276
GTPBP1,0.340971792,1,-0.29002377,PLA2G1B,0.96018531,1,-22.845974
PITHD1,0.341339642,1,-0.9856379,HNF1B,0.96018531,1,-23.447283
GLRX5,0.341707747,1,0.0938977,HMSD,0.96018531,1,-24.09644
TRMT13,0.341953291,1,-0.16731659,FOXD2,0.96018531,1,-23.382128
SLC35B4,0.342137523,1,1.3145769,LY6G6C,0.96018531,1,-23.1849
TTC31,0.342137523,1,1.0782067,LY86,0.96018531,1,-24.526913
RNF26,0.342260379,1,1.3970968,PAEP,0.96018531,1,-22.457796
TBCK,0.342321818,1,1.1731405,HMMR,0.96018531,1,-22.632
CEP95,0.342383264,1,0.5857518,RAI2,0.96018531,1,-22.444178
ELL,0.342506177,1,1.5501115,MYCL,0.96018531,1,-24.016758
TBC1D7,0.342629119,1,1.618331,IGLON5,0.96018531,1,-22.81046
CEACAM6,0.342875086,1,28.297688,LYPD5,0.96018531,1,-23.356916
MYO7A,0.342875086,1,27.825632,FOXA3,0.96018531,1,-23.547272
TMEM176B,0.342875086,1,27.886106,FOXA2,0.96018531,1,-23.16321
FAM102A,0.343059635,1,-0.5117809,FOXA1,0.96018531,1,-23.453438
LRRC8C,0.343182703,1,-0.08815836,IL20RB,0.96018531,1,-22.751898
HDHD2,0.343182703,1,0.01879528,MAMDC2,0.96018531,1,-23.259632
TBC1D23,0.343552077,1,0.5995349,GSTM1,0.96018531,1,-22.988237
AQR,0.343613664,1,0.46908036,NR3C2,0.96018531,1,-22.55511
GGA3,0.343921705,1,0.6942726,OVOL2,0.96018531,1,-23.769659
FAM98B,0.344014151,1,-0.30091122,IRGM,0.96018531,1,-23.484219
NDEL1,0.344075791,1,0.1364304,GPC6,0.96018531,1,-23.849676
GGA1,0.344106614,1,-0.6992203,KIF18A,0.96018531,1,-23.911627
UBE4B,0.344229922,1,0.16339044,MAPK15,0.96018531,1,-24.191942
LRWD1,0.344877751,1,2.1042352,KIF13A,0.96018531,1,-23.080618
LMOD3,0.344970361,1,0.34626693,KIF12,0.96018531,1,-23.514032
TMEM19,0.345310069,1,1.4168166,MAPK8IP2,0.96018531,1,-24.108103
TEX261,0.345371857,1,2.2263308,MRAS,0.96018531,1,-23.271692
QDPR,0.345619079,1,0.7199229,ISL1,0.96018531,1,-23.743675
LRRC14,0.345649989,1,0.65556157,HHEX,0.96018531,1,-22.056013
LYL1,0.345680902,1,1.8626742,AIF1L,0.96018531,1,-23.637835
SMYD3,0.345804569,1,0.24838665,MARVELD1,0.96018531,1,-23.638508
ATP8B2,0.345804569,1,0.62426984,ISM1,0.96018531,1,-24.241587
KIAA1109,0.345866413,1,0.0255076,GPC1,0.96018531,1,-22.751898
WDR37,0.346021055,1,0.22559208,OTOA,0.96018531,1,-23.579432
DPP8,0.346113861,1,0.047880083,PROS1,0.96018531,1,-23.282503
PKN2,0.3461448,1,-0.1945726,RAB17,0.96018531,1,-24.02101
GALNT11,0.34633047,1,0.22781639,ADAP2,0.96018531,1,-23.104939
ARAP1,0.34667103,1,1.5865233,FASLG,0.96018531,1,-23.761261
ADA,0.346825901,1,-0.89338285,PROSER2,0.96018531,1,-22.907606
FAM214B,0.346918844,1,1.547582,IQCJ-SCHIP1,0.96018531,1,-24.411797
TTC5,0.347197769,1,0.1488454,GPD1,0.96018531,1,-24.286394
ZNF330,0.347321782,1,-0.19832104,MST1,0.96018531,1,-23.281622
GART,0.34741481,1,-0.06468011,MAP7D2,0.96018531,1,-23.039429
PPP2CB,0.347445823,1,0.71128535,KIRREL2,0.96018531,1,-23.592644
ACBD5,0.347445823,1,0.5693691,HLA-DOA,0.96018531,1,-23.255713
EVA1B,0.347445823,1,0.72794443,MANEAL,0.96018531,1,-23.736145
HMGXB3,0.347818114,1,0.32748598,PREX2,0.96018531,1,-24.09644
SMARCA5,0.347911227,1,-0.87783206,GPLD1,0.96018531,1,-23.914383
BPNT1,0.34806645,1,0.5370905,NPNT,0.96018531,1,-24.403982
RMDN3,0.348439164,1,0.5639602,MS4A4A,0.96018531,1,-22.82784
SRRM1,0.348625616,1,-2.0420346,RAB6B,0.96018531,1,-23.291576
IQSEC1,0.348687781,1,1.3182502,NPW,0.96018531,1,-23.460802
ARID1B,0.348718866,1,-0.34604263,ALDH7A1,0.96018531,1,-23.548643
TYROBP,0.348749952,1,0.64476585,FAM81A,0.96018531,1,-22.929651
KLHDC7B,0.348812131,1,1.4144619,MAP1B,0.96018531,1,-23.745049
LIAS,0.348843223,1,0.22481789,AMACR,0.96018531,1,-22.374983
GZMA,0.34893651,1,0.42763224,RAB40AL,0.96018531,1,-23.764473
HECTD3,0.349060917,1,2.5561001,GINS1,0.96018531,1,-22.385609
BTBD7,0.349185352,1,0.35584325,INHBB,0.96018531,1,-23.64867
ABHD17B,0.349185352,1,0.28235874,KIF5A,0.96018531,1,-23.711784
POLG2,0.35015068,1,0.40152052,KIF26B,0.96018531,1,-23.132866
DPAGT1,0.350181848,1,0.9639655,KIF24,0.96018531,1,-23.713537
ACYP2,0.350244189,1,-0.39342278,GSTM5,0.96018531,1,-23.871601
PIGB,0.350244189,1,1.0840354,NR2F1,0.96018531,1,-23.914383
BLMH,0.350368892,1,0.46810454,HPDL,0.96018531,1,-23.457855
CASC3,0.350493622,1,-0.25170174,LDLRAD2,0.96018531,1,-23.77742
C12orf60,0.350555998,1,2.3770978,CASQ1,0.96018531,1,-23.367493
ZNF576,0.350680772,1,0.9684045,RUSC2,0.96018531,1,-23.46349
ATAD3B,0.350680772,1,1.9825038,BTNL3,0.96018531,1,-22.19531
COG7,0.350805573,1,1.7288673,SLAMF8,0.96018531,1,-24.130621
NECAP1,0.350836778,1,-0.54793495,SYBU,0.96018531,1,-23.294157
MYPOP,0.350930402,1,1.9363203,SLAMF9,0.96018531,1,-22.677176
SAMD4B,0.35105526,1,0.24474314,COLGALT2,0.96018531,1,-22.886187
GINM1,0.351180146,1,-0.38896427,SLC10A1,0.96018531,1,-23.879572
ZBTB17,0.351180146,1,0.84319746,DNAJC12,0.96018531,1,-23.081985
PCSK1N,0.35130506,1,2.0458024,SLC10A5,0.96018531,1,-23.490622
CDK5RAP2,0.351930051,1,-0.085206814,DNAJB7,0.96018531,1,-23.60137
ECI1,0.352180245,1,0.26930478,TMIE,0.96018531,1,-23.904757
THAP6,0.352806222,1,-0.05254301,ELAVL2,0.96018531,1,-23.7927
HENMT1,0.352868858,1,0.085805275,TMEM52,0.96018531,1,-23.800274
DUSP6,0.353213484,1,0.9143767,SVEP1,0.96018531,1,-23.484207
SLAMF6,0.353558322,1,-0.15802711,RUNX1T1,0.96018531,1,-24.360909
COG2,0.353621043,1,0.27733067,CDON,0.96018531,1,-23.060507
RBM19,0.353621043,1,0.22613904,ARHGAP39,0.96018531,1,-23.038067
USP53,0.353683771,1,0.3783069,RTN4RL2,0.96018531,1,-22.00062
SMAP2,0.353903374,1,-1.7406739,CDO1,0.96018531,1,-24.303246
UBIAD1,0.354248638,1,1.0749787,BTBD3,0.96018531,1,-23.547272
SMC6,0.354311436,1,-0.52432775,ACVRL1,0.96018531,1,-23.852127
TMEM106B,0.354374241,1,-0.100761816,C6orf163,0.96018531,1,-23.383974
ZNF791,0.354374241,1,-0.94408536,CORO6,0.96018531,1,-23.7597
ZNF326,0.354499872,1,-0.002032579,TMEM61,0.96018531,1,-23.505245
BMI1,0.354845504,1,0.71497524,TMEM51,0.96018531,1,-22.845974
DIS3L,0.355002679,1,-0.04086007,SLC13A3,0.96018531,1,-22.952837
SLCO3A1,0.355159898,1,2.2491972,ARHGAP6,0.96018531,1,-23.484219
UBE2Q1,0.355191348,1,0.123540826,VEGFC,0.96018531,1,-22.213377
AASDH,0.3558207,1,0.2141905,ACVR1C,0.96018531,1,-23.200098
RIC8B,0.356135639,1,0.6407861,C4orf50,0.96018531,1,-22.80542
RAP2B,0.356450754,1,0.009016319,SIGLEC9,0.96018531,1,-21.900934
MIOS,0.356923757,1,0.48338962,COL11A2,0.96018531,1,-23.8931
GNLY,0.357207748,1,0.13149838,ABI3BP,0.96018531,1,-24.992895
GFOD2,0.357270876,1,1.544643,BUB1B,0.96018531,1,-23.240126
SLC25A36,0.357270876,1,-0.48264286,VCAN,0.96018531,1,-24.378681
ZNF264,0.357302443,1,0.4174789,XYLB,0.96018531,1,-23.367493
ATP6V1H,0.357365582,1,-1.0173,ZNF697,0.96018531,1,-24.712757
CUTC,0.357397154,1,-0.37108186,DNASE1L3,0.96018531,1,-22.804783
PRPF8,0.35752346,1,-0.43944946,CELA2A,0.96018531,1,-22.4317
XPA,0.357586624,1,-0.41141102,APOBEC1,0.96018531,1,-23.422474
GBF1,0.357586624,1,1.5741354,S100A12,0.96018531,1,-22.751793
FCER1G,0.357712972,1,1.3260267,COL22A1,0.96018531,1,-23.19198
BCAP29,0.358028966,1,-0.6188492,TMEM38A,0.96018531,1,-23.743675
AP5M1,0.358092185,1,-0.07463663,COL4A6,0.96018531,1,-22.931896
UFC1,0.358218646,1,-1.9287235,VAV2,0.96018531,1,-22.056013
DNAJC5,0.358408389,1,1.3146352,CELSR3,0.96018531,1,-23.637835
MCOLN1,0.358724769,1,1.1851951,SYT12,0.96018531,1,-24.0621
AGK,0.358788066,1,1.1867305,DNAJC28,0.96018531,1,-23.536276
POLR1E,0.35885137,1,0.33443522,ABCA12,0.96018531,1,-22.632
TMEM185A,0.35885137,1,1.4120288,YPEL4,0.96018531,1,-23.132866
SCAMP4,0.359041324,1,0.71048254,SLC15A3,0.96018531,1,-23.4994
PDGFA,0.359104657,1,3.22121,TMEM220,0.96018531,1,-23.526997
POLR2K,0.359167996,1,-1.7462428,CR2,0.96018531,1,-24.121853
STARD3NL,0.359674961,1,0.50392175,CA1,0.96018531,1,-23.126226
TACSTD2,0.359801773,1,2.321679,DNAH11,0.96018531,1,-24.42745
BOLA2B,0.359801773,1,2.6293306,STRA6,0.96018531,1,-22.600718
MFSD5,0.359801773,1,0.7582192,SLC25A27,0.96018531,1,-22.797565
RBM33,0.359992043,1,-0.7282165,STON1,0.96018531,1,-23.629087
SYNC,0.359992043,1,0.29314584,TPH2,0.96018531,1,-22.897959
MINK1,0.360055481,1,1.0003195,CA12,0.96018531,1,-23.444118
NRBF2,0.360563233,1,-0.3377572,ARHGEF17,0.96018531,1,-23.429316
TBC1D1,0.360626733,1,-0.33966577,ZNF385D,0.96018531,1,-23.683279
MAP3K2,0.360880806,1,-0.56455445,CR1,0.96018531,1,-23.993298
ITFG2,0.361198554,1,-0.17399286,STEAP1B,0.96018531,1,-23.885502
DTWD1,0.361262125,1,0.3099052,C9orf43,0.96018531,1,-24.231066
GOT1,0.361325702,1,0.31054428,DLX2,0.96018531,1,-23.170845
AKAP8,0.361452879,1,0.40731335,DLL1,0.96018531,1,-22.800463
ING5,0.361834577,1,0.24982806,ENPEP,0.96018531,1,-24.729935
BOD1L1,0.361898218,1,-0.39180624,CD36,0.96018531,1,-23.008194
PTGER2,0.361930041,1,0.20748965,ENPP3,0.96018531,1,-23.382128
TUBGCP3,0.362535013,1,1.4666016,CA8,0.96018531,1,-23.81705
MKRN2,0.362535013,1,-0.04328821,CREG2,0.96018531,1,-23.134546
PLEKHO1,0.362726188,1,0.32748455,ZBTB46,0.96018531,1,-24.110298
APTX,0.362853673,1,1.643149,ROR2,0.96018531,1,-23.629087
PCBP4,0.363363894,1,1.4624903,CD300A,0.96018531,1,-24.01382
ZFP91,0.363427703,1,0.2837028,TP53TG3D,0.96018531,1,-23.444118
EXOSC9,0.363555342,1,-0.15726295,STRIP2,0.96018531,1,-24.27808
NECAB3,0.36368301,1,1.1551538,SULT1B1,0.96018531,1,-23.27331
LAS1L,0.36368301,1,0.4043264,EME1,0.96018531,1,-22.632
RAB13,0.363778779,1,4.7493067,SULT1A2,0.96018531,1,-23.81705
RNGTT,0.363842634,1,-0.10538938,TNFRSF11B,0.96018531,1,-23.711784
TFE3,0.363874564,1,1.2916503,ELN,0.96018531,1,-23.566221
USP9X,0.363938429,1,-0.6744815,RSPH9,0.96018531,1,-23.692652
CITED2,0.363938429,1,-1.2832447,ARHGAP23,0.96018531,1,-23.392635
C1S,0.364098123,1,4.2509003,BSPRY,0.96018531,1,-23.134338
CENPH,0.364162012,1,0.4152006,TNFSF11,0.96018531,1,-23.879902
GBA2,0.36419396,1,1.163453,STXBP6,0.96018531,1,-23.579432
ARG2,0.364225909,1,3.8143868,CDH26,0.96018531,1,-24.33963
KLF9,0.36425786,1,-0.4398582,STXBP1,0.96018531,1,-23.452053
ZNF394,0.36425786,1,-0.9379151,SLC18A2,0.96018531,1,-23.11284
RAD54L2,0.36425786,1,-0.058714923,BRSK1,0.96018531,1,-23.482662
